IfcGUID,レベル,部屋: 名前,ファミリ,マーク,照度,仕様 メーカー,仕様 商品名・銘柄・型番,仕様 規格・寸法,価格,交換日
1uZhMWPbb3YB$ENENMToDm,,廊下,E 一般照明 LED ダウンライト,1854,47 lx,,,,,
1uZhMWPbb3YB$ENENMToD$,,廊下,E 一般照明 LED ダウンライト,1855,47 lx,,,,,
1uZhMWPbb3YB$ENENMToD_,,廊下,E 一般照明 LED ダウンライト,1856,47 lx,,,,,
1uZhMWPbb3YB$ENENMToDz,,廊下,E 一般照明 LED ダウンライト,1857,47 lx,,,,,
1uZhMWPbb3YB$ENENMToDy,,廊下,E 一般照明 LED ダウンライト,1858,47 lx,,,,,
1uZhMWPbb3YB$ENENMToDx,,廊下,E 一般照明 LED ダウンライト,1859,47 lx,,,,,
1uZhMWPbb3YB$ENENMToDw,,廊下,E 一般照明 LED ダウンライト,1860,47 lx,,,,,
1uZhMWPbb3YB$ENENMToDv,,廊下,E 一般照明 LED ダウンライト,1861,47 lx,,,,,
1uZhMWPbb3YB$ENENMToDu,,廊下,E 一般照明 LED ダウンライト,1862,47 lx,,,,,
1uZhMWPbb3YB$ENENMToD7,,廊下,E 一般照明 LED ダウンライト,1863,47 lx,,,,,
1uZhMWPbb3YB$ENENMToD6,,廊下,E 一般照明 LED ダウンライト,1864,47 lx,,,,,
1uZhMWPbb3YB$ENENMToD5,,廊下,E 一般照明 LED ダウンライト,1865,47 lx,,,,,
1uZhMWPbb3YB$ENENMToD4,,廊下,E 一般照明 LED ダウンライト,1866,47 lx,,,,,
3gsylVPln7f9fGGN09FZmp,,WC男,E 一般照明 LED ユニバーサルダウンライト,1868,497 lx,,,,,
3gsylVPln7f9fGGN09FZmm,,WC男,E 一般照明 LED ユニバーサルダウンライト,1869,497 lx,,,,,
3gsylVPln7f9fGGN09FZmn,,WC女,E 一般照明 LED ユニバーサルダウンライト,1870,497 lx,,,,,
3gsylVPln7f9fGGN09FZmk,,WC女,E 一般照明 LED ユニバーサルダウンライト,1871,497 lx,,,,,
3gsylVPln7f9fGGN09FZmA,,給湯室,E 一般照明 LEDキッチン棚下灯,677,12 lx,,,,,
3gsylVPln7f9fGGN09Fa4a,,ELVホール,E 一般照明 LED ダウンライト,1872,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4b,,ELVホール,E 一般照明 LED ダウンライト,1873,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4Y,,ELVホール,E 一般照明 LED ダウンライト,1874,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4Z,,ELVホール,E 一般照明 LED ダウンライト,1875,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4W,,ELVホール,E 一般照明 LED ダウンライト,1876,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4X,,ELVホール,E 一般照明 LED ダウンライト,1877,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4U,,WC女,E 一般照明 LED ダウンライト,1878,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4S,,WC女,E 一般照明 LED ダウンライト,1879,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4T,,WC女,E 一般照明 LED ダウンライト,1880,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4Q,,給湯室,E 一般照明 LED ダウンライト,1881,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4R,,WC女,E 一般照明 LED ダウンライト,1882,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4O,,給湯室,E 一般照明 LED ダウンライト,1883,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4P,,WC男,E 一般照明 LED ダウンライト,1884,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4M,,WC男,E 一般照明 LED ダウンライト,1885,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4N,,WC男,E 一般照明 LED ダウンライト,1886,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4K,,WC男,E 一般照明 LED ダウンライト,1887,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4L,,WC男,E 一般照明 LED ダウンライト,1888,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4I,,WC女,E 一般照明 LED ダウンライト,1889,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4J,,WC女,E 一般照明 LED ダウンライト,1890,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4G,,WC女,E 一般照明 LED ダウンライト,1891,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4H,,給湯室,E 一般照明 LED ダウンライト,1892,47 lx,,,,,
3gsylVPln7f9fGGN09Fa4E,3FL,階段室,E 非常照明 LED 蛍光灯 壁付,1893,,,,,,
3gsylVPln7f9fGGN09Fa47,3FL,階段室,E 非常照明 LED 蛍光灯 壁付,1899,,,,,,
3gsylVPln7f9fGGN09Fa45,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,1900,497 lx,,,,,
3gsylVPln7f9fGGN09Fa42,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,1901,497 lx,,,,,
3gsylVPln7f9fGGN09Fa43,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,1902,497 lx,,,,,
3gsylVPln7f9fGGN09Fa40,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,1903,497 lx,,,,,
3gsylVPln7f9fGGN09Fax_,,廊下,E 非常照明 白熱灯,1904,47 lx,,,,,
3gsylVPln7f9fGGN09Fax$,,廊下,E 非常照明 白熱灯,1905,47 lx,,,,,
3gsylVPln7f9fGGN09Faxy,,廊下,E 非常照明 白熱灯,1906,47 lx,,,,,
3gsylVPln7f9fGGN09Faxz,,ELVホール,E 非常照明 白熱灯,1907,47 lx,,,,,
3gsylVPln7f9fGGN09Faxw,3FL,廊下,E 非常照明 避難口誘導灯,1908,,,,,,
3gsylVPln7f9fGGN09Faxx,3FL,廊下,E 非常照明 避難口誘導灯,1909,,,,,,
3gsylVPln7f9fGGN09Faxu,3FL,事務室,E 非常照明 避難口誘導灯,1910,,,,,,
3gsylVPln7f9fGGN09Faxv,3FL,事務室,E 非常照明 避難口誘導灯,1911,,,,,,
3gsylVPln7f9fGGN09Faxs,3FL,事務室,E 非常照明 避難口誘導灯,1912,,,,,,
3gsylVPln7f9fGGN09Faxt,3FL,事務室,E 非常照明 避難口誘導灯,1913,,,,,,
3gsylVPln7f9fGGN09Faxr,,廊下,E 一般照明 LED ダウンライト,1914,47 lx,,,,,
3gsylVPln7f9fGGN09Faxo,,廊下,E 一般照明 LED ダウンライト,1915,47 lx,,,,,
3gsylVPln7f9fGGN09Faxp,,廊下,E 一般照明 LED ダウンライト,1916,47 lx,,,,,
3gsylVPln7f9fGGN09Faxm,,廊下,E 一般照明 LED ダウンライト,1917,47 lx,,,,,
3gsylVPln7f9fGGN09Faxn,,廊下,E 一般照明 LED ダウンライト,1918,47 lx,,,,,
3gsylVPln7f9fGGN09Faxk,,廊下,E 一般照明 LED ダウンライト,1919,47 lx,,,,,
3gsylVPln7f9fGGN09Faxl,,廊下,E 一般照明 LED ダウンライト,1920,47 lx,,,,,
3gsylVPln7f9fGGN09Faxi,,廊下,E 一般照明 LED ダウンライト,1921,47 lx,,,,,
3gsylVPln7f9fGGN09Faxj,,廊下,E 一般照明 LED ダウンライト,1922,47 lx,,,,,
3gsylVPln7f9fGGN09Faxg,,廊下,E 一般照明 LED ダウンライト,1923,47 lx,,,,,
3gsylVPln7f9fGGN09Faxh,,廊下,E 一般照明 LED ダウンライト,1924,47 lx,,,,,
3gsylVPln7f9fGGN09Faxe,,廊下,E 一般照明 LED ダウンライト,1925,47 lx,,,,,
3gsylVPln7f9fGGN09Faxf,,廊下,E 一般照明 LED ダウンライト,1926,47 lx,,,,,
3gsylVPln7f9fGGN09Faxc,,廊下,E 一般照明 LED ダウンライト,1927,47 lx,,,,,
3gsylVPln7f9fGGN09Faxd,,廊下,E 一般照明 LED ダウンライト,1928,47 lx,,,,,
3gsylVPln7f9fGGN09FaxZ,,WC男,E 一般照明 LED ユニバーサルダウンライト,1930,497 lx,,,,,
3gsylVPln7f9fGGN09FaxW,,WC男,E 一般照明 LED ユニバーサルダウンライト,1931,497 lx,,,,,
3gsylVPln7f9fGGN09FaxX,,WC女,E 一般照明 LED ユニバーサルダウンライト,1932,497 lx,,,,,
3gsylVPln7f9fGGN09FaxU,,WC女,E 一般照明 LED ユニバーサルダウンライト,1933,497 lx,,,,,
3gsylVPln7f9fGGN09FaxS,,給湯室,E 一般照明 LEDキッチン棚下灯,1934,12 lx,,,,,
3gsylVPln7f9fGGN09FaxO,,ELVホール,E 一般照明 LED ダウンライト,1935,47 lx,,,,,
3gsylVPln7f9fGGN09FaxP,,ELVホール,E 一般照明 LED ダウンライト,1936,47 lx,,,,,
3gsylVPln7f9fGGN09FaxM,,ELVホール,E 一般照明 LED ダウンライト,1937,47 lx,,,,,
3gsylVPln7f9fGGN09FaxN,,ELVホール,E 一般照明 LED ダウンライト,1938,47 lx,,,,,
3gsylVPln7f9fGGN09FaxK,,ELVホール,E 一般照明 LED ダウンライト,1939,47 lx,,,,,
3gsylVPln7f9fGGN09FaxL,,ELVホール,E 一般照明 LED ダウンライト,1940,47 lx,,,,,
3gsylVPln7f9fGGN09FaxI,,WC女,E 一般照明 LED ダウンライト,1941,47 lx,,,,,
3gsylVPln7f9fGGN09FaxG,,WC女,E 一般照明 LED ダウンライト,1942,47 lx,,,,,
3gsylVPln7f9fGGN09FaxH,,WC女,E 一般照明 LED ダウンライト,1943,47 lx,,,,,
3gsylVPln7f9fGGN09FaxE,,給湯室,E 一般照明 LED ダウンライト,1944,47 lx,,,,,
3gsylVPln7f9fGGN09FaxF,,WC女,E 一般照明 LED ダウンライト,1945,47 lx,,,,,
3gsylVPln7f9fGGN09FaxC,,給湯室,E 一般照明 LED ダウンライト,1946,47 lx,,,,,
3gsylVPln7f9fGGN09FaxD,,WC男,E 一般照明 LED ダウンライト,1947,47 lx,,,,,
3gsylVPln7f9fGGN09FaxA,,WC男,E 一般照明 LED ダウンライト,1948,47 lx,,,,,
3gsylVPln7f9fGGN09FaxB,,WC男,E 一般照明 LED ダウンライト,1949,47 lx,,,,,
3gsylVPln7f9fGGN09Fax8,,WC男,E 一般照明 LED ダウンライト,1950,47 lx,,,,,
3gsylVPln7f9fGGN09Fax9,,WC男,E 一般照明 LED ダウンライト,1951,47 lx,,,,,
3gsylVPln7f9fGGN09Fax6,,WC女,E 一般照明 LED ダウンライト,1952,47 lx,,,,,
3gsylVPln7f9fGGN09Fax7,,WC女,E 一般照明 LED ダウンライト,1953,47 lx,,,,,
3gsylVPln7f9fGGN09Fax4,,WC女,E 一般照明 LED ダウンライト,1954,47 lx,,,,,
3gsylVPln7f9fGGN09Fax5,,給湯室,E 一般照明 LED ダウンライト,1955,47 lx,,,,,
3gsylVPln7f9fGGN09Fax2,4FL,階段室,E 非常照明 LED 蛍光灯 壁付,1956,,,,,,
3gsylVPln7f9fGGN09Fawx,4FL,階段室,E 非常照明 LED 蛍光灯 壁付,1962,,,,,,
3gsylVPln7f9fGGN09Fawv,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,1963,497 lx,,,,,
3gsylVPln7f9fGGN09Faws,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,1964,497 lx,,,,,
3gsylVPln7f9fGGN09Fawt,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,1965,497 lx,,,,,
3gsylVPln7f9fGGN09Fawq,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,1966,497 lx,,,,,
3gsylVPln7f9fGGN09Fawo,,廊下,E 非常照明 白熱灯,1967,47 lx,,,,,
3gsylVPln7f9fGGN09Fawp,,廊下,E 非常照明 白熱灯,1968,47 lx,,,,,
3gsylVPln7f9fGGN09Fawm,,廊下,E 非常照明 白熱灯,1969,47 lx,,,,,
3gsylVPln7f9fGGN09Fawn,,ELVホール,E 非常照明 白熱灯,1970,47 lx,,,,,
3gsylVPln7f9fGGN09Fawk,4FL,廊下,E 非常照明 避難口誘導灯,1971,,,,,,
3gsylVPln7f9fGGN09Fawl,4FL,廊下,E 非常照明 避難口誘導灯,1972,,,,,,
3gsylVPln7f9fGGN09Fawi,4FL,事務室,E 非常照明 避難口誘導灯,1973,,,,,,
3gsylVPln7f9fGGN09Fawj,4FL,事務室,E 非常照明 避難口誘導灯,1974,,,,,,
3gsylVPln7f9fGGN09Fawg,4FL,事務室,E 非常照明 避難口誘導灯,1975,,,,,,
3gsylVPln7f9fGGN09Fawh,4FL,事務室,E 非常照明 避難口誘導灯,1976,,,,,,
3gsylVPln7f9fGGN09Fawf,,廊下,E 一般照明 LED ダウンライト,1977,47 lx,,,,,
3gsylVPln7f9fGGN09Fawc,,廊下,E 一般照明 LED ダウンライト,1978,47 lx,,,,,
3gsylVPln7f9fGGN09Fawd,,廊下,E 一般照明 LED ダウンライト,1979,47 lx,,,,,
3gsylVPln7f9fGGN09Fawa,,廊下,E 一般照明 LED ダウンライト,1980,47 lx,,,,,
3gsylVPln7f9fGGN09Fawb,,廊下,E 一般照明 LED ダウンライト,1981,47 lx,,,,,
3gsylVPln7f9fGGN09FawY,,廊下,E 一般照明 LED ダウンライト,1982,47 lx,,,,,
3gsylVPln7f9fGGN09FawZ,,廊下,E 一般照明 LED ダウンライト,1983,47 lx,,,,,
3gsylVPln7f9fGGN09FawW,,廊下,E 一般照明 LED ダウンライト,1984,47 lx,,,,,
3gsylVPln7f9fGGN09FawX,,廊下,E 一般照明 LED ダウンライト,1985,47 lx,,,,,
3gsylVPln7f9fGGN09FawU,,廊下,E 一般照明 LED ダウンライト,1986,47 lx,,,,,
3gsylVPln7f9fGGN09FawV,,廊下,E 一般照明 LED ダウンライト,1987,47 lx,,,,,
3gsylVPln7f9fGGN09FawS,,廊下,E 一般照明 LED ダウンライト,1988,47 lx,,,,,
3gsylVPln7f9fGGN09FawT,,廊下,E 一般照明 LED ダウンライト,1989,47 lx,,,,,
3gsylVPln7f9fGGN09FawQ,,廊下,E 一般照明 LED ダウンライト,1990,47 lx,,,,,
3gsylVPln7f9fGGN09FawR,,廊下,E 一般照明 LED ダウンライト,1991,47 lx,,,,,
3gsylVPln7f9fGGN09FawN,,WC男,E 一般照明 LED ユニバーサルダウンライト,1993,497 lx,,,,,
3gsylVPln7f9fGGN09FawK,,WC男,E 一般照明 LED ユニバーサルダウンライト,1994,497 lx,,,,,
3gsylVPln7f9fGGN09FawL,,WC女,E 一般照明 LED ユニバーサルダウンライト,1995,497 lx,,,,,
3gsylVPln7f9fGGN09FawI,,WC女,E 一般照明 LED ユニバーサルダウンライト,1996,497 lx,,,,,
3gsylVPln7f9fGGN09FawG,,給湯室,E 一般照明 LEDキッチン棚下灯,1997,12 lx,,,,,
3gsylVPln7f9fGGN09FawC,,ELVホール,E 一般照明 LED ダウンライト,1998,47 lx,,,,,
3gsylVPln7f9fGGN09FawD,,ELVホール,E 一般照明 LED ダウンライト,1999,47 lx,,,,,
3gsylVPln7f9fGGN09FawA,,ELVホール,E 一般照明 LED ダウンライト,2000,47 lx,,,,,
3gsylVPln7f9fGGN09FawB,,ELVホール,E 一般照明 LED ダウンライト,2001,47 lx,,,,,
3gsylVPln7f9fGGN09Faw8,,ELVホール,E 一般照明 LED ダウンライト,2002,47 lx,,,,,
3gsylVPln7f9fGGN09Faw9,,ELVホール,E 一般照明 LED ダウンライト,2003,47 lx,,,,,
3gsylVPln7f9fGGN09Faw6,,WC女,E 一般照明 LED ダウンライト,2004,47 lx,,,,,
3gsylVPln7f9fGGN09Faw4,,WC女,E 一般照明 LED ダウンライト,2005,47 lx,,,,,
3gsylVPln7f9fGGN09Faw5,,WC女,E 一般照明 LED ダウンライト,2006,47 lx,,,,,
3gsylVPln7f9fGGN09Faw2,,給湯室,E 一般照明 LED ダウンライト,2007,47 lx,,,,,
3gsylVPln7f9fGGN09Faw3,,WC女,E 一般照明 LED ダウンライト,2008,47 lx,,,,,
3gsylVPln7f9fGGN09Faw0,,給湯室,E 一般照明 LED ダウンライト,2009,47 lx,,,,,
3gsylVPln7f9fGGN09Faw1,,WC男,E 一般照明 LED ダウンライト,2010,47 lx,,,,,
3gsylVPln7f9fGGN09Fav_,,WC男,E 一般照明 LED ダウンライト,2011,47 lx,,,,,
3gsylVPln7f9fGGN09Fav$,,WC男,E 一般照明 LED ダウンライト,2012,47 lx,,,,,
3gsylVPln7f9fGGN09Favy,,WC男,E 一般照明 LED ダウンライト,2013,47 lx,,,,,
3gsylVPln7f9fGGN09Favz,,WC男,E 一般照明 LED ダウンライト,2014,47 lx,,,,,
3gsylVPln7f9fGGN09Favw,,WC女,E 一般照明 LED ダウンライト,2015,47 lx,,,,,
3gsylVPln7f9fGGN09Favx,,WC女,E 一般照明 LED ダウンライト,2016,47 lx,,,,,
3gsylVPln7f9fGGN09Favu,,WC女,E 一般照明 LED ダウンライト,2017,47 lx,,,,,
3gsylVPln7f9fGGN09Favv,,給湯室,E 一般照明 LED ダウンライト,2018,47 lx,,,,,
3gsylVPln7f9fGGN09Favs,5FL,階段室,E 非常照明 LED 蛍光灯 壁付,2019,,,,,,
3gsylVPln7f9fGGN09Favl,5FL,階段室,E 非常照明 LED 蛍光灯 壁付,2025,,,,,,
3gsylVPln7f9fGGN09Favj,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2026,497 lx,,,,,
3gsylVPln7f9fGGN09Favg,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2027,497 lx,,,,,
3gsylVPln7f9fGGN09Favh,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2028,497 lx,,,,,
3gsylVPln7f9fGGN09Fave,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2029,497 lx,,,,,
3gsylVPln7f9fGGN09Favc,,廊下,E 非常照明 白熱灯,2030,47 lx,,,,,
3gsylVPln7f9fGGN09Favd,,廊下,E 非常照明 白熱灯,2031,47 lx,,,,,
3gsylVPln7f9fGGN09Fava,,廊下,E 非常照明 白熱灯,2032,47 lx,,,,,
3gsylVPln7f9fGGN09Favb,,ELVホール,E 非常照明 白熱灯,2033,47 lx,,,,,
3gsylVPln7f9fGGN09FavY,5FL,廊下,E 非常照明 避難口誘導灯,2034,,,,,,
3gsylVPln7f9fGGN09FavZ,5FL,廊下,E 非常照明 避難口誘導灯,2035,,,,,,
3gsylVPln7f9fGGN09FavW,5FL,事務室,E 非常照明 避難口誘導灯,2036,,,,,,
3gsylVPln7f9fGGN09FavX,5FL,事務室,E 非常照明 避難口誘導灯,2037,,,,,,
3gsylVPln7f9fGGN09FavU,5FL,事務室,E 非常照明 避難口誘導灯,2038,,,,,,
3gsylVPln7f9fGGN09FavV,5FL,事務室,E 非常照明 避難口誘導灯,2039,,,,,,
3gsylVPln7f9fGGN09FavT,,廊下,E 一般照明 LED ダウンライト,2040,47 lx,,,,,
3gsylVPln7f9fGGN09FavQ,,廊下,E 一般照明 LED ダウンライト,2041,47 lx,,,,,
3gsylVPln7f9fGGN09FavR,,廊下,E 一般照明 LED ダウンライト,2042,47 lx,,,,,
3gsylVPln7f9fGGN09FavO,,廊下,E 一般照明 LED ダウンライト,2043,47 lx,,,,,
3gsylVPln7f9fGGN09FavP,,廊下,E 一般照明 LED ダウンライト,2044,47 lx,,,,,
3gsylVPln7f9fGGN09FavM,,廊下,E 一般照明 LED ダウンライト,2045,47 lx,,,,,
3gsylVPln7f9fGGN09FavN,,廊下,E 一般照明 LED ダウンライト,2046,47 lx,,,,,
3gsylVPln7f9fGGN09FavK,,廊下,E 一般照明 LED ダウンライト,2047,47 lx,,,,,
3gsylVPln7f9fGGN09FavL,,廊下,E 一般照明 LED ダウンライト,2048,47 lx,,,,,
3gsylVPln7f9fGGN09FavI,,廊下,E 一般照明 LED ダウンライト,2049,47 lx,,,,,
3gsylVPln7f9fGGN09FavJ,,廊下,E 一般照明 LED ダウンライト,2050,47 lx,,,,,
3gsylVPln7f9fGGN09FavG,,廊下,E 一般照明 LED ダウンライト,2051,47 lx,,,,,
3gsylVPln7f9fGGN09FavH,,廊下,E 一般照明 LED ダウンライト,2052,47 lx,,,,,
3gsylVPln7f9fGGN09FavE,,廊下,E 一般照明 LED ダウンライト,2053,47 lx,,,,,
3gsylVPln7f9fGGN09FavF,,廊下,E 一般照明 LED ダウンライト,2054,47 lx,,,,,
3gsylVPln7f9fGGN09FavB,,WC男,E 一般照明 LED ユニバーサルダウンライト,2056,497 lx,,,,,
3gsylVPln7f9fGGN09Fav8,,WC男,E 一般照明 LED ユニバーサルダウンライト,2057,497 lx,,,,,
3gsylVPln7f9fGGN09Fav9,,WC女,E 一般照明 LED ユニバーサルダウンライト,2058,497 lx,,,,,
3gsylVPln7f9fGGN09Fav6,,WC女,E 一般照明 LED ユニバーサルダウンライト,2059,497 lx,,,,,
3gsylVPln7f9fGGN09Fav4,,給湯室,E 一般照明 LEDキッチン棚下灯,2060,12 lx,,,,,
3gsylVPln7f9fGGN09Fav0,,ELVホール,E 一般照明 LED ダウンライト,2061,47 lx,,,,,
3gsylVPln7f9fGGN09Fav1,,ELVホール,E 一般照明 LED ダウンライト,2062,47 lx,,,,,
3gsylVPln7f9fGGN09Fau_,,ELVホール,E 一般照明 LED ダウンライト,2063,47 lx,,,,,
3gsylVPln7f9fGGN09Fau$,,ELVホール,E 一般照明 LED ダウンライト,2064,47 lx,,,,,
3gsylVPln7f9fGGN09Fauy,,ELVホール,E 一般照明 LED ダウンライト,2065,47 lx,,,,,
3gsylVPln7f9fGGN09Fauz,,ELVホール,E 一般照明 LED ダウンライト,2066,47 lx,,,,,
3gsylVPln7f9fGGN09Fauw,,WC女,E 一般照明 LED ダウンライト,2067,47 lx,,,,,
3gsylVPln7f9fGGN09Fauu,,WC女,E 一般照明 LED ダウンライト,2068,47 lx,,,,,
3gsylVPln7f9fGGN09Fauv,,WC女,E 一般照明 LED ダウンライト,2069,47 lx,,,,,
3gsylVPln7f9fGGN09Faus,,給湯室,E 一般照明 LED ダウンライト,2070,47 lx,,,,,
3gsylVPln7f9fGGN09Faut,,WC女,E 一般照明 LED ダウンライト,2071,47 lx,,,,,
3gsylVPln7f9fGGN09Fauq,,給湯室,E 一般照明 LED ダウンライト,2072,47 lx,,,,,
3gsylVPln7f9fGGN09Faur,,WC男,E 一般照明 LED ダウンライト,2073,47 lx,,,,,
3gsylVPln7f9fGGN09Fauo,,WC男,E 一般照明 LED ダウンライト,2074,47 lx,,,,,
3gsylVPln7f9fGGN09Faup,,WC男,E 一般照明 LED ダウンライト,2075,47 lx,,,,,
3gsylVPln7f9fGGN09Faum,,WC男,E 一般照明 LED ダウンライト,2076,47 lx,,,,,
3gsylVPln7f9fGGN09Faun,,WC男,E 一般照明 LED ダウンライト,2077,47 lx,,,,,
3gsylVPln7f9fGGN09Fauk,,WC女,E 一般照明 LED ダウンライト,2078,47 lx,,,,,
3gsylVPln7f9fGGN09Faul,,WC女,E 一般照明 LED ダウンライト,2079,47 lx,,,,,
3gsylVPln7f9fGGN09Faui,,WC女,E 一般照明 LED ダウンライト,2080,47 lx,,,,,
3gsylVPln7f9fGGN09Fauj,,給湯室,E 一般照明 LED ダウンライト,2081,47 lx,,,,,
3gsylVPln7f9fGGN09Faug,6FL,階段室,E 非常照明 LED 蛍光灯 壁付,2082,,,,,,
3gsylVPln7f9fGGN09FauZ,6FL,階段室,E 非常照明 LED 蛍光灯 壁付,2088,,,,,,
3gsylVPln7f9fGGN09FauX,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2089,497 lx,,,,,
3gsylVPln7f9fGGN09FauU,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2090,497 lx,,,,,
3gsylVPln7f9fGGN09FauV,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2091,497 lx,,,,,
3gsylVPln7f9fGGN09FauS,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2092,497 lx,,,,,
3gsylVPln7f9fGGN09FauQ,,廊下,E 非常照明 白熱灯,2093,47 lx,,,,,
3gsylVPln7f9fGGN09FauR,,廊下,E 非常照明 白熱灯,2094,47 lx,,,,,
3gsylVPln7f9fGGN09FauO,,廊下,E 非常照明 白熱灯,2095,47 lx,,,,,
3gsylVPln7f9fGGN09FauP,,ELVホール,E 非常照明 白熱灯,2096,47 lx,,,,,
3gsylVPln7f9fGGN09FauM,6FL,廊下,E 非常照明 避難口誘導灯,2097,,,,,,
3gsylVPln7f9fGGN09FauN,6FL,廊下,E 非常照明 避難口誘導灯,2098,,,,,,
3gsylVPln7f9fGGN09FauK,6FL,事務室,E 非常照明 避難口誘導灯,2099,,,,,,
3gsylVPln7f9fGGN09FauL,6FL,事務室,E 非常照明 避難口誘導灯,2100,,,,,,
3gsylVPln7f9fGGN09FauI,6FL,事務室,E 非常照明 避難口誘導灯,2101,,,,,,
3gsylVPln7f9fGGN09FauJ,6FL,事務室,E 非常照明 避難口誘導灯,2102,,,,,,
3gsylVPln7f9fGGN09FauH,,廊下,E 一般照明 LED ダウンライト,2103,47 lx,,,,,
3gsylVPln7f9fGGN09FauE,,廊下,E 一般照明 LED ダウンライト,2104,47 lx,,,,,
3gsylVPln7f9fGGN09FauF,,廊下,E 一般照明 LED ダウンライト,2105,47 lx,,,,,
3gsylVPln7f9fGGN09FauC,,廊下,E 一般照明 LED ダウンライト,2106,47 lx,,,,,
3gsylVPln7f9fGGN09FauD,,廊下,E 一般照明 LED ダウンライト,2107,47 lx,,,,,
3gsylVPln7f9fGGN09FauA,,廊下,E 一般照明 LED ダウンライト,2108,47 lx,,,,,
3gsylVPln7f9fGGN09FauB,,廊下,E 一般照明 LED ダウンライト,2109,47 lx,,,,,
3gsylVPln7f9fGGN09Fau8,,廊下,E 一般照明 LED ダウンライト,2110,47 lx,,,,,
3gsylVPln7f9fGGN09Fau9,,廊下,E 一般照明 LED ダウンライト,2111,47 lx,,,,,
3gsylVPln7f9fGGN09Fau6,,廊下,E 一般照明 LED ダウンライト,2112,47 lx,,,,,
3gsylVPln7f9fGGN09Fau7,,廊下,E 一般照明 LED ダウンライト,2113,47 lx,,,,,
3gsylVPln7f9fGGN09Fau4,,廊下,E 一般照明 LED ダウンライト,2114,47 lx,,,,,
3gsylVPln7f9fGGN09Fau5,,廊下,E 一般照明 LED ダウンライト,2115,47 lx,,,,,
3gsylVPln7f9fGGN09Fau2,,廊下,E 一般照明 LED ダウンライト,2116,47 lx,,,,,
3gsylVPln7f9fGGN09Fau3,,廊下,E 一般照明 LED ダウンライト,2117,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$$,,WC男,E 一般照明 LED ユニバーサルダウンライト,2119,497 lx,,,,,
3gsylVPln7f9fGGN09Fa$y,,WC男,E 一般照明 LED ユニバーサルダウンライト,2120,497 lx,,,,,
3gsylVPln7f9fGGN09Fa$z,,WC女,E 一般照明 LED ユニバーサルダウンライト,2121,497 lx,,,,,
3gsylVPln7f9fGGN09Fa$w,,WC女,E 一般照明 LED ユニバーサルダウンライト,2122,497 lx,,,,,
3gsylVPln7f9fGGN09Fa$u,,給湯室,E 一般照明 LEDキッチン棚下灯,2123,12 lx,,,,,
3gsylVPln7f9fGGN09Fa$q,,ELVホール,E 一般照明 LED ダウンライト,2124,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$r,,ELVホール,E 一般照明 LED ダウンライト,2125,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$o,,ELVホール,E 一般照明 LED ダウンライト,2126,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$p,,ELVホール,E 一般照明 LED ダウンライト,2127,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$m,,ELVホール,E 一般照明 LED ダウンライト,2128,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$n,,ELVホール,E 一般照明 LED ダウンライト,2129,47 lx,,,,,
